iter	Passed	Remaining
424	11351	2003
425	11358	1973
426	11365	1943
427	11372	1913
428	11380	1883
429	11386	1853
430	11391	1823
431	11397	1794
432	11404	1764
433	11411	1735
434	11421	1706
435	11427	1677
436	11434	1648
437	11441	1619
438	11448	1590
439	11455	1562
440	11462	1533
441	11467	1504
442	11474	1476
443	11479	1447
444	11485	1419
445	11491	1391
446	11497	1363
447	11502	1335
448	11510	1307
449	11515	1279
450	11522	1251
451	11528	1224
452	11534	1196
453	11539	1169
454	11545	1141
455	11551	1114
456	11560	1087
457	11565	1060
458	11570	1033
459	11574	1006
460	11577	979
461	11581	952
462	11584	925
463	11588	899
464	11592	872
465	11595	846
466	11599	819
467	11602	793
468	11606	767
469	11610	741
470	11613	715
471	11617	689
472	11622	663
473	11626	637
474	11630	612
475	11633	586
476	11637	561
477	11640	535
478	11644	510
479	11647	485
480	11651	460
481	11655	435
482	11659	410
483	11665	385
484	11669	360
485	11673	336
486	11676	311
487	11681	287
488	11683	262
489	11687	238
490	11690	214
491	11693	190
492	11698	166
493	11702	142
494	11706	118
495	11709	94
496	11713	70
497	11719	47
498	11723	23
499	11728	0
0	0
592	0
499	15213	0

499	16397	0
