iter	Passed	Remaining
598	44926	30076
599	45006	30004
600	45095	29938
601	45182	29871
602	45276	29808
603	45361	29740
604	45445	29670
605	45530	29602
606	45631	29543
607	45727	29482
608	45798	29404
609	45872	29328
610	45950	29254
611	46023	29178
612	46093	29099
613	46161	29019
614	46238	28945
615	46311	28869
616	46383	28792
617	46450	28712
618	46526	28637
619	46600	28561
620	46680	28489
621	46748	28409
622	46821	28333
623	46880	28248
624	46950	28170
625	47014	28088
626	47097	28018
627	47169	27941
628	47235	27860
629	47306	27783
630	47378	27706
631	47449	27628
632	47518	27550
633	47591	27474
634	47659	27394
635	47723	27313
636	47802	27240
637	47875	27164
638	47949	27088
639	48028	27016
640	48094	26935
641	48173	26863
642	48251	26789
643	48324	26713
644	48399	26638
645	48471	26561
646	48540	26483
647	48608	26404
648	48675	26325
649	48745	26247
650	48809	26166
651	48876	26087
652	48953	26013
653	49030	25939
654	49102	25863
655	49165	25781
656	49237	25705
657	49306	25627
658	49380	25551
659	49455	25477
660	49521	25397
661	49590	25319
662	49664	25244
663	49737	25168
664	49799	25087
665	49881	25015
666	49977	24951
667	50053	24876
668	50140	24807
669	50214	24732
670	50298	24661
671	50390	24595
672	50467	24521
673	50550	24450
674	50630	24377
675	50712	24306
676	50800	24237
677	50872	24160
678	50941	24082
679	51019	24009
680	51098	23935
681	51163	23856
682	51243	23783
683	51309	23704
684	51383	23628
685	51454	23552
686	51525	23475
687	51597	23399
688	51662	23319
689	51739	23245
690	51811	23168
691	51882	23092
692	51949	23013
693	52031	22941
694	52104	22866
695	52182	22792
696	52258	22717
697	52327	22640
698	52402	22565
699	52473	22488
700	52545	22412
701	52611	22333
702	52674	22253
703	52745	22177
704	52818	22101
705	52887	22024
706	52954	21945
707	53036	21873
708	53116	21800
709	53182	21722
710	53246	21643
711	53321	21568
712	53393	21492
713	53470	21418
714	53549	21344
715	53630	21272
716	53704	21197
717	53788	21125
718	53856	21048
719	53931	20973
720	54008	20899
721	54082	20823
722	54155	20748
723	54223	20670
724	54294	20594
725	54362	20516
726	54432	20440
727	54504	20364
728	54573	20287
729	54639	20209
730	54703	20130
731	54775	20054
732	54850	19979
733	54926	19905
734	55001	19830
735	55076	19755
736	55147	19679
737	55225	19605
738	55291	19527
739	55363	19451
740	55428	19373
741	55504	19299
742	55576	19223
743	55659	19151
744	55728	19074
745	55802	18999
746	55865	18921
747	55937	18845
748	56018	18772
749	56101	18700
750	56169	18623
751	56243	18548
752	56319	18473
753	56384	18396
754	56452	18318
755	56520	18241
756	56591	18166
757	56662	18090
758	56734	18014
759	56794	17935
760	56867	17859
761	56940	17784
762	57014	17709
763	57089	17634
764	57160	17558
765	57238	17485
766	57299	17406
767	57367	17329
768	57431	17251
769	57498	17174
770	57561	17096
771	57635	17022
772	57705	16945
773	57778	16870
774	57848	16794
775	57922	16719
776	58000	16646
777	58071	16570
778	58151	16497
779	58219	16420
780	58295	16346
781	58363	16270
782	58436	16194
783	58510	16120
784	58585	16045
785	58650	15968
786	58726	15894
787	58796	15818
788	58864	15742
789	58937	15666
790	59004	15590
791	59076	15515
792	59155	15441
793	59230	15367
794	59292	15289
795	59372	15215
796	59436	15138
797	59508	15063
798	59580	14988
799	59658	14914
800	59730	14839
801	59806	14765
802	59867	14687
803	59938	14611
804	60012	14537
805	60088	14463
806	60166	14389
807	60245	14315
808	60314	14239
809	60389	14165
810	60463	14090
811	60538	14016
812	60621	13943
813	60712	13872
814	60778	13796
815	60852	13721
816	60930	13647
817	61005	13573
818	61071	13496
819	61144	13421
820	61219	13347
821	61289	13271
822	61358	13196
823	61425	13119
824	61491	13043
825	61564	12968
826	61632	12892
827	61707	12818
828	61783	12744
829	61859	12670
830	61929	12594
831	62003	12519
832	62074	12444
833	62143	12369
834	62234	12297
835	62306	12222
836	62375	12147
837	62441	12071
838	62522	11997
839	62602	11924
840	62667	11847
841	62734	11771
842	62811	11698
843	62892	11624
844	62967	11550
845	63050	11477
846	63132	11404
847	63205	11329
848	63271	11253
849	63342	11178
850	63409	11102
851	63483	11027
852	63566	10954
853	63640	10879
854	63720	10806
855	63797	10732
856	63867	10657
857	63951	10584
858	64026	10509
859	64106	10435
860	64189	10362
861	64266	10288
862	64336	10213
863	64408	10138
864	64480	10063
865	64552	9988
866	64625	9913
867	64692	9838
868	64775	9764
869	64842	9689
870	64938	9617
871	65024	9544
872	65105	9471
873	65181	9396
874	65251	9321
875	65334	9248
876	65409	9173
877	65481	9098
878	65560	9024
879	65637	8950
880	65727	8877
881	65811	8804
882	65896	8731
883	65999	8660
884	66080	8586
885	66167	8513
886	66255	8440
887	66331	8366
888	66413	8292
889	66490	8217
890	66564	8143
891	66648	8069
892	66723	7994
893	66805	7920
894	66883	7846
895	66958	7771
896	67036	7697
897	67107	7622
898	67191	7548
899	67274	7474
900	67350	7400
901	67425	7325
902	67492	7250
903	67573	7175
904	67645	7100
905	67719	7026
906	67784	6950
907	67858	6875
908	67926	6800
909	67998	6725
910	68071	6650
911	68138	6574
912	68217	6500
913	68288	6425
914	68355	6349
915	68417	6274
916	68490	6199
917	68561	6124
918	68631	6049
919	68702	5974
920	68777	5899
921	68848	5824
922	68921	5749
923	69006	5675
924	69086	5601
925	69155	5526
926	69230	5451
927	69317	5378
928	69406	5304
929	69484	5230
930	69558	5155
931	69626	5080
932	69701	5005
933	69768	4930
934	69870	4857
935	69954	4783
936	70029	4708
937	70101	4633
938	70171	4558
939	70251	4484
940	70329	4409
941	70416	4335
942	70493	4260
943	70569	4186
944	70658	4112
945	70738	4037
946	70823	3963
947	70902	3889
948	71002	3815
949	71102	3742
950	71172	3667
951	71247	3592
952	71322	3517
953	71396	3442
954	71468	3367
955	71541	3292
956	71619	3218
957	71707	3143
958	71773	3068
959	71845	2993
960	71917	2918
961	71988	2843
962	72064	2768
963	72134	2693
964	72204	2618
965	72284	2544
966	72355	2469
967	72435	2394
968	72508	2319
969	72579	2244
970	72656	2169
971	72731	2095
972	72799	2020
973	72863	1945
974	72946	1870
975	73016	1795
976	73091	1720
977	73159	1645
978	73251	1571
979	73327	1496
980	73392	1421
981	73475	1346
982	73553	1272
983	73635	1197
984	73701	1122
985	73781	1047
986	73858	972
987	73927	897
988	74002	823
989	74075	748
990	74152	673
991	74223	598
992	74320	523
993	74408	449
994	74493	374
995	74575	299
996	74664	224
997	74739	149
998	74810	74
999	74881	0
