iter	RMSE
397	0.06005861045
398	0.06005227288
399	0.06004375706
400	0.06003722705
401	0.06003334176
402	0.06003057595
403	0.06002383422
404	0.06001859748
405	0.06001388644
406	0.06000760408
407	0.05999948058
408	0.05999079047
409	0.05998043912
410	0.05997117596
411	0.05996218199
412	0.05995494795
413	0.05994881735
414	0.05994291314
415	0.05993710515
416	0.05992874996
417	0.0599227352
418	0.05991733797
419	0.05991165922
420	0.05990355656
421	0.05989485369
422	0.05989067335
423	0.0598864045
424	0.0598800857
425	0.05987589421
426	0.05987021593
427	0.05986039699
428	0.05985386507
429	0.05984458197
430	0.05984109739
431	0.05983304353
432	0.05982474234
433	0.05981758468
434	0.05981252195
435	0.05980431459
436	0.05979866496
437	0.05979600281
438	0.05978875921
439	0.05978488262
440	0.05977689324
441	0.05977131014
442	0.05976529321
443	0.0597604432
444	0.05975466315
445	0.05974875024
446	0.05974100987
447	0.05973654914
448	0.05973101789
449	0.05972785405
450	0.05972207116
451	0.0597166734
452	0.05970960466
453	0.05970248871
454	0.05969780584
455	0.05969404811
456	0.05968654209
457	0.05967969164
458	0.0596746571
459	0.05966868457
460	0.05966040294
461	0.05965451154
462	0.05964792086
463	0.05964275062
464	0.05963928627
465	0.05963400293
466	0.05962995599
467	0.05962214055
468	0.05961549694
469	0.05961040359
470	0.05960561915
471	0.05959902443
472	0.05959345528
473	0.05959113537
474	0.05958687663
475	0.05958301263
476	0.05957748401
477	0.05957168651
478	0.05956945344
479	0.05956509168
480	0.05955694932
481	0.05955094232
482	0.05954355793
483	0.05953897223
484	0.05953479444
485	0.05952947195
486	0.05952731497
487	0.05952283412
488	0.05951619646
489	0.05951164324
490	0.05950711403
491	0.05950503957
492	0.0595012829
493	0.05949663381
494	0.05949081921
495	0.0594863352
496	0.05948181563
497	0.05947703794
498	0.05947197455
499	0.05946742388
500	0.05946394232
501	0.05945410821
502	0.05945041557
503	0.05944637142
504	0.05944153153
505	0.05943902346
506	0.05943410981
507	0.05942881576
508	0.05941970423
509	0.05941771117
510	0.05941137931
511	0.05940519208
512	0.05940013659
513	0.05939499501
514	0.05938955027
515	0.05938382832
516	0.0593797477
517	0.05937497163
518	0.05936958721
519	0.05936441117
520	0.05935828502
521	0.05935635744
522	0.05935278331
523	0.05934807724
524	0.05934500772
525	0.05934167643
526	0.05933852233
527	0.05933289265
528	0.05932638661
529	0.05932320817
530	0.05931826435
531	0.05931518364
532	0.05931219443
533	0.05930803263
534	0.05930443152
535	0.0593006867
536	0.05929741166
537	0.05929336585
538	0.05928576939
539	0.05928265087
540	0.05927859394
541	0.05927352645
542	0.05926582104
543	0.0592609286
544	0.05925554823
545	0.05925346804
546	0.0592482912
547	0.05924409415
548	0.0592406057
549	0.05923555319
550	0.05923339146
551	0.05922703985
552	0.05922355985
553	0.05921862458
554	0.05921689849
555	0.05921358228
556	0.05921121414
557	0.05920699394
558	0.05920280665
559	0.05919767986
560	0.05919257291
561	0.05918652607
562	0.05918103849
563	0.05917730224
564	0.05917322383
565	0.05917039992
566	0.0591643404
567	0.05915974568
568	0.05915676072
569	0.05915217022
570	0.0591487015
571	0.05914456509
572	0.05914019332
573	0.05913642305
574	0.05913338316
575	0.05913163933
576	0.0591275405
577	0.05912388483
578	0.05912051245
579	0.05911752512
580	0.05911362585
581	0.05911191162
582	0.05911030777
583	0.05910639342
584	0.05910196768
585	0.05909873658
586	0.05909503087
587	0.05909190609
588	0.05908638035
589	0.05908403245
590	0.05907909769
591	0.05907631261
592	0.05907211831
593	0.05906867805
594	0.05906526196
595	0.0590615456
596	0.05905890213
597	0.05905600465
598	0.05905445116
599	0.05905169233
600	0.05904777762
601	0.05904356354
602	0.0590391026
603	0.05903687293
604	0.05903367442
605	0.05902744151
606	0.0590228626
607	0.05901941457
608	0.05901525425
609	0.05901205814
610	0.05900914924
611	0.05900575112
612	0.05900035488
613	0.05899547175
614	0.05899162312
615	0.05898847768
616	0.05898611521
617	0.05898020288
618	0.05897750011
619	0.05897211138
620	0.05896838415
621	0.05896488671
622	0.05895994665
623	0.05895844122
624	0.05895532471
625	0.05895147851
626	0.058945823
627	0.05894194333
628	0.05893695855
629	0.05893131131
630	0.05892841086
631	0.05892542841
632	0.0589220591
633	0.05891753739
634	0.05891313688
635	0.05890994306
636	0.05890557298
637	0.05890027134
638	0.05889803104
639	0.05889432651
640	0.05889124721
641	0.05888739639
642	0.05888362363
643	0.05888122111
644	0.0588782641
645	0.05887631285
646	0.0588714381
647	0.05886968208
648	0.05886596808
649	0.05886018788
650	0.05885690338
651	0.05885244891
652	0.0588496721
653	0.05884466867
654	0.05883976101
655	0.05883650162
656	0.0588331548
657	0.05882878521
658	0.0588245607
659	0.05882150851
660	0.05881863447
661	0.05881580127
662	0.05881112357
663	0.05880715344
664	0.05880558664
665	0.05880380787
666	0.05880028686
667	0.05879832671
668	0.05879533609
669	0.05879088257
670	0.05878636852
671	0.05878312513
672	0.05878139696
673	0.05877721879
674	0.05877414383
675	0.05876991836
676	0.05876721721
677	0.05876290535
678	0.05875956813
679	0.05875669529
680	0.05875257863
681	0.05874859183
682	0.05874431638
683	0.05874105262
684	0.05873709324
685	0.05873433296
686	0.05873212779
687	0.05872975257
688	0.05872667416
689	0.0587234325
690	0.05871986458
691	0.05871709708
692	0.05871310463
693	0.05871026394
694	0.05870734704
695	0.05870454232
696	0.05870187803
697	0.05869972163
698	0.05869637405
699	0.05869328631
700	0.05868934237
701	0.05868675427
702	0.05868471758
703	0.05868025194
704	0.05867711993
705	0.05867194313
706	0.05867027466
707	0.05866767234
708	0.05866473225
709	0.05866064913
710	0.05865775262
711	0.05865549241
712	0.05865231528
713	0.05864759787
714	0.0586445043
715	0.05864088679
716	0.0586380482
717	0.05863446718
718	0.05863129681
719	0.05862766566
720	0.0586244969
721	0.05862312385
722	0.05862027908
723	0.05861599024
724	0.05861282929
725	0.05861032752
726	0.05860654102
727	0.0586029843
728	0.05860128632
729	0.05859901475
730	0.05859628705
731	0.05859273915
732	0.0585911411
733	0.05858751569
734	0.05858515738
735	0.0585824463
736	0.05857935588
737	0.05857706216
738	0.05857417476
739	0.05857169633
740	0.05856847923
741	0.05856648721
742	0.05856380921
743	0.05856064276
744	0.05855798079
745	0.05855627216
746	0.05855363418
747	0.058551787
748	0.05854879888
749	0.05854541185
750	0.05854410794
751	0.05854140423
752	0.05853729908
753	0.05853394926
754	0.0585308587
755	0.05852889895
756	0.05852705698
757	0.05852492625
758	0.05852304762
759	0.05852036934
760	0.05851845515
761	0.05851646989
762	0.05851511411
763	0.05851287453
764	0.05851101653
765	0.05850791287
766	0.05850640781
767	0.05850228226
768	0.05849945477
769	0.0584964123
770	0.05849403199
771	0.05849257262
772	0.05849036601
773	0.05848871759
774	0.05848744613
775	0.05848492774
776	0.0584818731
777	0.05848060547
778	0.05847699108
779	0.05847385345
780	0.05847143665
781	0.05846926121
782	0.05846663595
783	0.05846224116
784	0.05845987524
785	0.05845749613
786	0.0584544453
787	0.05845294861
788	0.05844823487
789	0.05844586314
790	0.05844354232
791	0.05844194315
792	0.05843906933
793	0.05843741591
794	0.05843529843
795	0.05843283906
796	0.05843017615
797	0.05842781179
798	0.05842539395
799	0.05842245355
800	0.0584210795
801	0.05841800349
802	0.05841676393
803	0.05841550565
804	0.05841327179
805	0.05841070343
806	0.05840811894
807	0.05840647674
808	0.05840569071
809	0.05840296795
810	0.05839869756
811	0.05839499041
812	0.05839229076
813	0.05838915548
814	0.05838713671
815	0.0583840665
816	0.05838170941
817	0.05837892256
818	0.05837709532
819	0.05837428509
820	0.05837229609
821	0.05837007993
822	0.05836756271
823	0.05836518197
824	0.05836345218
825	0.0583604289
826	0.05835842282
827	0.05835644304
828	0.05835410811
829	0.0583517116
830	0.05834998318
831	0.05834766895
832	0.05834540759
833	0.05834299341
834	0.05834003651
835	0.05833789992
836	0.05833386819
837	0.05833233528
838	0.05832849231
839	0.05832650878
840	0.05832522223
841	0.05832295698
842	0.05832089773
843	0.05831806157
844	0.05831572437
845	0.05831350844
846	0.05831166099
847	0.0583090854
848	0.05830630895
849	0.05830396582
850	0.05830316432
851	0.05829992582
852	0.05829783263
853	0.05829598509
854	0.05829372713
855	0.05829043517
856	0.05828822265
857	0.05828627416
858	0.05828335449
859	0.05828041323
860	0.05827719507
861	0.05827592067
862	0.05827481087
863	0.05827208885
864	0.05826889812
865	0.05826574678
866	0.05826346042
867	0.05826186824
868	0.05826006911
869	0.05825761908
870	0.05825493672
871	0.05825274355
872	0.05825069854
873	0.0582490249
874	0.05824593133
875	0.0582426573
876	0.05823963654
877	0.05823660348
878	0.05823455283
879	0.05823183698
880	0.05822875723
881	0.05822540687
882	0.0582226662
883	0.05822149657
884	0.05821899046
885	0.05821642332
886	0.05821335994
887	0.05821086382
888	0.05820800619
889	0.05820587239
890	0.05820140209
891	0.05819961511
892	0.0581971066
893	0.05819485805
894	0.0581932205
895	0.05819066777
896	0.05818866987
897	0.05818607733
898	0.05818384831
899	0.05818103875
900	0.05817849424
901	0.05817603109
902	0.05817503099
903	0.05817208875
904	0.05816909897
905	0.0581674281
906	0.05816458907
907	0.05816217844
908	0.0581610028
909	0.05815855683
910	0.0581561972
911	0.0581532215
912	0.05815140865
913	0.0581507039
914	0.05814837774
915	0.0581461114
916	0.05814462864
917	0.05814263437
918	0.05814131837
919	0.05813779324
920	0.05813492872
921	0.05813317331
922	0.05813071715
923	0.05812901539
924	0.05812766795
925	0.05812493306
926	0.05812392995
927	0.05812158077
928	0.05811976778
929	0.05811748347
930	0.0581162584
931	0.05811422805
932	0.05811180283
933	0.05810865624
934	0.05810685262
935	0.05810511215
936	0.05810307513
937	0.05810133499
938	0.05809901166
939	0.05809717005
940	0.05809502344
941	0.05809322908
942	0.05809053807
943	0.05808925994
944	0.05808744613
945	0.05808588201
946	0.05808368726
947	0.05808306211
948	0.05808051833
949	0.05807903229
950	0.05807660304
951	0.05807450748
952	0.05807193419
953	0.05806989879
954	0.05806700703
955	0.05806486269
956	0.05806183443
957	0.0580594675
958	0.0580571551
959	0.05805511346
960	0.05805141525
961	0.05804848121
962	0.05804493975
963	0.05804281051
964	0.05804026181
965	0.05803855964
966	0.05803538475
967	0.05803373747
968	0.05803096969
969	0.05802896904
970	0.0580276638
971	0.05802603087
972	0.05802447098
973	0.05802191992
974	0.05801922898
975	0.05801771214
976	0.05801489254
977	0.05801307757
978	0.05801121219
979	0.05800933762
980	0.05800874751
981	0.05800594758
982	0.05800400896
983	0.05800104546
984	0.0579987816
985	0.05799738223
986	0.0579945415
987	0.05799213088
988	0.05799082356
989	0.05798879693
990	0.05798597217
991	0.05798496442
992	0.05798303692
993	0.05798127511
994	0.05797934211
995	0.05797740836
996	0.05797528017
997	0.05797446769
998	0.05797194554
999	0.05796972023
