iter	RMSE
0	0.9181728374
1	0.8756625171
2	0.8349059167
3	0.7965770257
4	0.7595699934
5	0.7248580947
6	0.6914316282
7	0.6597655535
8	0.6296136763
9	0.6011089983
10	0.573853986
11	0.5478610892
12	0.523404248
13	0.5001537342
14	0.4780598774
15	0.4570213466
16	0.4367801608
17	0.4176225807
18	0.3996479775
19	0.3827337604
20	0.366380053
21	0.3507417839
22	0.3357987464
23	0.3218194026
24	0.3085859283
25	0.295969103
26	0.2838864993
27	0.272567436
28	0.2616259888
29	0.2513250852
30	0.2415513136
31	0.2322501799
32	0.2233923788
33	0.2148565438
34	0.2067611261
35	0.1991673012
36	0.1918978647
37	0.1849507407
38	0.1783859998
39	0.1720752827
40	0.1661939798
41	0.1605996613
42	0.1554488357
43	0.1503813404
44	0.1455366355
45	0.1410214441
46	0.1368149334
47	0.1327954563
48	0.1289547563
49	0.1253540159
50	0.1219393069
51	0.1187431228
52	0.1157325326
53	0.1128410586
54	0.1101216083
55	0.1075570866
56	0.105181784
57	0.1029073617
58	0.1007959684
59	0.09879574285
60	0.09692211228
61	0.09510773645
62	0.09342499521
63	0.09187784763
64	0.09035353154
65	0.0889855851
66	0.08763392829
67	0.0864228154
68	0.08523748162
69	0.08418649912
70	0.08312047585
71	0.08214903912
72	0.08118799871
73	0.08035274156
74	0.07953287596
75	0.07873444345
76	0.07801694818
77	0.077351237
78	0.07664678232
79	0.07597267351
80	0.0753171032
81	0.07476216317
82	0.07424381131
83	0.07372650567
84	0.07325268811
85	0.07276520724
86	0.07237014706
87	0.07194031675
88	0.07152590639
89	0.07118454478
90	0.07084828442
91	0.07054623202
92	0.07025925392
93	0.06992984498
94	0.06967764167
95	0.06939885345
96	0.06916043442
97	0.0689118616
98	0.06865090209
99	0.06842112528
100	0.06822557717
101	0.06803593656
102	0.06781945241
103	0.06764873603
104	0.06745141258
105	0.06728841818
106	0.06711753084
107	0.06698585257
108	0.06684434452
109	0.06672306628
110	0.06656704203
111	0.06644571677
112	0.06630321391
113	0.06619569471
114	0.06607428264
115	0.06594402146
116	0.06584871502
117	0.06575751583
118	0.06566322488
119	0.06554083988
120	0.06544984717
121	0.06535952602
122	0.06526397283
123	0.0651976824
124	0.06513615299
125	0.06506986268
126	0.06501422961
127	0.06495694019
128	0.06489561812
129	0.06483557556
130	0.06478157467
131	0.0647345474
132	0.06467176386
133	0.06462577404
134	0.06455741946
135	0.0644960278
136	0.0644108285
137	0.06437033711
138	0.06431727949
139	0.06427922149
140	0.06421966782
141	0.06417268731
142	0.06414048201
143	0.06409789782
144	0.06402137139
145	0.06399161701
146	0.06396437409
147	0.06390674715
148	0.06386269153
149	0.06383423311
150	0.06378333224
151	0.06372455304
152	0.06368093545
153	0.06363927503
154	0.06361241543
155	0.06358193145
156	0.06355247087
157	0.06352619578
158	0.06349557726
159	0.06346853439
160	0.0634441185
161	0.0634135615
162	0.06338947208
163	0.06334246647
164	0.06330742097
165	0.06327606864
166	0.06323887435
167	0.06321741725
168	0.06319332619
169	0.06317090363
170	0.06314698164
171	0.06313247762
172	0.06310848017
173	0.06307193297
174	0.06305006509
175	0.06302374066
176	0.06299767124
177	0.06297833256
178	0.06296168328
179	0.06295086897
180	0.06293057868
181	0.06291532008
182	0.06289723633
183	0.06288676769
184	0.06286733661
185	0.06284011615
186	0.06280760189
187	0.06278407249
188	0.06275830875
189	0.06273985672
190	0.06270417016
191	0.06267991823
192	0.062668358
193	0.06264740444
194	0.06262887971
195	0.062615907
196	0.06259522241
197	0.06258131649
198	0.06256538371
199	0.06255103443
200	0.06253253912
201	0.06251018735
202	0.06249301487
203	0.0624740359
204	0.06244295239
205	0.0624151599
206	0.0623838288
207	0.0623634259
208	0.06234807611
209	0.06233483241
210	0.06231363785
211	0.06230266231
212	0.06228647424
213	0.06227570639
214	0.06224750807
215	0.06223468697
216	0.06221658618
217	0.06219244468
218	0.06216768229
219	0.06214427139
220	0.06212574679
221	0.06209790086
222	0.06207410889
223	0.06206205405
224	0.06205196996
225	0.06202498065
226	0.06200525614
227	0.0619955411
228	0.06197216943
229	0.06195374334
230	0.06193603201
231	0.06192258306
232	0.06190660129
233	0.06188667271
234	0.06186998114
235	0.06185163996
236	0.06182830775
237	0.06181359623
238	0.06180194542
239	0.06178480331
240	0.06177312953
241	0.06175212026
242	0.06173948895
243	0.06173195961
244	0.06171826962
245	0.06170210672
246	0.06168938873
247	0.06167359404
248	0.06165860573
249	0.06164268237
250	0.06162267693
251	0.06159777863
252	0.06158775423
253	0.06157776455
254	0.06156381505
255	0.06155328031
256	0.06153837677
257	0.06152438303
258	0.06151246378
259	0.06150570051
260	0.06149302575
261	0.06148063015
262	0.06146921016
263	0.06144625812
264	0.06142415545
265	0.06141166276
266	0.06140602328
267	0.06139256084
268	0.06138558772
269	0.06137407944
270	0.06135890848
271	0.06134577173
272	0.06132632848
273	0.06131045751
274	0.06129434616
275	0.06127834129
276	0.06126670266
277	0.06124713838
278	0.06122548972
279	0.06121935331
280	0.06120567862
281	0.06119619417
282	0.06118482007
283	0.06117202235
284	0.06115667728
285	0.06113673639
286	0.06112568221
287	0.06111637487
288	0.06110736527
289	0.06109902505
290	0.06108401128
291	0.06107378829
292	0.06105956195
293	0.06104896419
294	0.06103852287
295	0.06102680418
296	0.06101437972
297	0.06100408639
298	0.06098761766
299	0.06097815027
300	0.06096170725
301	0.06094122199
302	0.06092736137
303	0.06091664582
304	0.06090876356
305	0.06089907395
306	0.06089098271
307	0.06087337154
308	0.06086401938
309	0.06085322183
310	0.06084440736
311	0.06083406557
312	0.06082631397
313	0.0608140647
314	0.0608086494
315	0.06079457509
316	0.06078571487
317	0.06077181747
318	0.06075602639
319	0.0607420222
320	0.06073473087
321	0.06072090413
322	0.06071109324
323	0.06070329495
324	0.06069462919
325	0.06068754095
326	0.06067957669
327	0.06067016086
328	0.0606636558
329	0.06064497308
330	0.06063789829
331	0.06063091418
332	0.06062626901
333	0.06061399081
334	0.06060260169
335	0.06059540338
336	0.06058265382
337	0.06056793953
338	0.06055939839
339	0.06054818194
340	0.06053599198
341	0.06052772399
342	0.0605173665
343	0.06051180499
344	0.06050317438
345	0.06049347559
346	0.06048331929
347	0.06047507946
348	0.06047015515
349	0.06046286898
350	0.06045418473
351	0.06044554368
352	0.06043703508
353	0.06042579964
354	0.06041736272
355	0.06040654895
356	0.06039761765
357	0.06039172516
358	0.06038344014
359	0.06037741
360	0.06037201376
361	0.06036723216
362	0.06035573186
363	0.06034961667
364	0.06034311673
365	0.06033496563
366	0.06032441792
367	0.06031647516
368	0.06031160542
369	0.06030440647
370	0.06029519553
371	0.06028658307
372	0.06028009885
373	0.06027240296
374	0.06026480788
375	0.06025050045
376	0.06023937921
377	0.0602327823
378	0.06022553063
379	0.06021285677
380	0.0602030108
381	0.06019282527
382	0.06018559966
383	0.06017585527
384	0.06016972309
385	0.06016213848
386	0.06015443745
387	0.06014511133
388	0.06013494135
389	0.06012266908
390	0.06011776489
391	0.0601096111
392	0.06010199391
393	0.06009235924
394	0.06008601177
395	0.06007499392
396	0.06006765488
